origin_iata,origin_lon,origin_lat,dest_iata,dest_lon,dest_lat,total
BOS,-71.0095602,42.3656132,MDW,-87.7521884,41.78677589999999,40
BTV,-73.1516037,44.4706939,DCA,-77.04023149999999,38.851242,40
BWI,-76.6683922,39.1774042,CMH,-82.8871767,39.9999399,40
BWI,-76.6683922,39.1774042,SMF,-121.5900648,38.6950854,40
CLE,-81.8538669,41.4057985,LAX,-118.40853,33.9415889,40
CLL,-96.36660529999999,30.5936801,DFW,-97.0403352,32.8998091,40
CLT,-80.9473146,35.2144026,BTR,-91.15146100000001,30.5323599,40
CLT,-80.9473146,35.2144026,HSV,-86.77568989999999,34.6403329,40
CMH,-82.8871767,39.9999399,PHL,-75.2424229,39.8743959,40
DAL,-96.8512063,32.8481029,LGA,-73.8739659,40.7769271,40
DCA,-77.04023149999999,38.851242,MSY,-90.2592299,29.9910905,40
DEN,-104.6737376,39.8560963,SBA,-119.8398835,34.4271935,40
DEN,-104.6737376,39.8560963,TYS,-83.993889,35.810833,40
DFW,-97.0403352,32.8998091,CLL,-96.36660529999999,30.5936801,40
DFW,-97.0403352,32.8998091,MKE,-87.89664599999999,42.9475534,40
FLL,-80.1506022,26.0742344,PVD,-71.4304062,41.7245271,40
FSM,-94.3635085,35.3380696,DFW,-97.0403352,32.8998091,40
GSP,-82.2172338,34.8959008,EWR,-74.1744624,40.6895314,40
IAD,-77.45653879999999,38.9531162,PVD,-71.4304062,41.7245271,40
JAX,-81.6879368,30.49407129999999,JFK,-73.77813909999999,40.6413111,40
JFK,-73.77813909999999,40.6413111,SAV,-81.2018521,32.1294267,40
LGA,-73.8739659,40.7769271,DAL,-96.8512063,32.8481029,40
MCI,-94.7107786,39.2991181,DCA,-77.04023149999999,38.851242,40
MCI,-94.7107786,39.2991181,IND,-86.2955952,39.7168593,40
MCI,-94.7107786,39.2991181,TPA,-82.5311382,27.9771524,40
MDW,-87.7521884,41.78677589999999,DEN,-104.6737376,39.8560963,40
MIA,-80.2870509,25.7958723,BWI,-76.6683922,39.1774042,40
MIA,-80.2870509,25.7958723,FLL,-80.1506022,26.0742344,40
MIA,-80.2870509,25.7958723,LAS,-115.1537389,36.0839998,40
MKE,-87.89664599999999,42.9475534,CLT,-80.9473146,35.2144026,40
MSP,-93.2222846,44.8847554,DSM,-93.6587958,41.5341333,40
MYR,-78.92789429999999,33.6822019,ATL,-84.4277001,33.6407282,40
ORD,-87.9073214,41.9741625,LNK,-96.7581014,40.8506586,40
PHL,-75.2424229,39.8743959,MYR,-78.92789429999999,33.6822019,40
PHL,-75.2424229,39.8743959,RIC,-77.3208112,37.5065795,40
PHX,-112.0077881,33.4372686,CLE,-81.8538669,41.4057985,40
PHX,-112.0077881,33.4372686,DCA,-77.04023149999999,38.851242,40
PHX,-112.0077881,33.4372686,IAD,-77.45653879999999,38.9531162,40
PHX,-112.0077881,33.4372686,OKC,-97.600556,35.393056,40
PNS,-87.1867049,30.4738158,CLT,-80.9473146,35.2144026,40
PSC,-119.1175903,46.2631697,SLC,-111.9790706,40.7899404,40
PVD,-71.4304062,41.7245271,IAD,-77.45653879999999,38.9531162,40
RDU,-78.7879963,35.88007899999999,DFW,-97.0403352,32.8998091,40
RDU,-78.7879963,35.88007899999999,MCI,-94.7107786,39.2991181,40
RDU,-78.7879963,35.88007899999999,SEA,-122.3088165,47.4502499,40
RSW,-81.7553083,26.5337051,BWI,-76.6683922,39.1774042,40
RSW,-81.7553083,26.5337051,DCA,-77.04023149999999,38.851242,40
SAN,-117.1933038,32.7338006,MCI,-94.7107786,39.2991181,40
SAT,-98.4683484,29.5311973,HOU,-95.27690539999999,29.6459077,40
SAT,-98.4683484,29.5311973,LRD,-99.4613589,27.5447829,40
SHV,-93.8286552,32.4544911,IAH,-95.3367827,29.9902199,40
SMF,-121.5900648,38.6950854,LAS,-115.1537389,36.0839998,40
SMF,-121.5900648,38.6950854,MEM,-89.9791729,35.0420679,40
SMN,-113.8814234,45.1235656,BOI,-116.2223159,43.5658231,40
SNA,-117.8674759,33.6761901,IAH,-95.3367827,29.9902199,40
SNA,-117.8674759,33.6761901,LAS,-115.1537389,36.0839998,40
SNA,-117.8674759,33.6761901,SJC,-121.9289375,37.3639472,40
TPA,-82.5311382,27.9771524,BNA,-86.67737129999999,36.126317,40
TUL,-95.88386589999999,36.198778,AFW,-97.3138822,32.9875102,40
ABQ,-106.6129085,35.0433333,MEM,-89.9791729,35.0420679,39
ATL,-84.4277001,33.6407282,PHF,-76.4939006,37.1307716,39
ATW,-88.5112347,44.2602346,ATL,-84.4277001,33.6407282,39
BDL,-72.68603139999999,41.9388735,CVG,-84.6630165,39.0532746,39
BGR,-68.8165035,44.808176,LGA,-73.8739659,40.7769271,39
BHM,-86.754126,33.5624269,DFW,-97.0403352,32.8998091,39
CAE,-81.1220015,33.941917,SDF,-85.7369231,38.175662,39
CID,-91.70697539999999,41.8863861,MSP,-93.2222846,44.8847554,39
CLT,-80.9473146,35.2144026,OAJ,-77.60688429999999,34.8291316,39
CMH,-82.8871767,39.9999399,DCA,-77.04023149999999,38.851242,39
CMH,-82.8871767,39.9999399,RDU,-78.7879963,35.88007899999999,39
CMH,-82.8871767,39.9999399,TPA,-82.5311382,27.9771524,39
CVG,-84.6630165,39.0532746,FLL,-80.1506022,26.0742344,39
CVG,-84.6630165,39.0532746,MKE,-87.89664599999999,42.9475534,39
CWA,-89.67268,44.784201,ORD,-87.9073214,41.9741625,39
DCA,-77.04023149999999,38.851242,ALB,-73.8054981,42.7487124,39
DCA,-77.04023149999999,38.851242,BTV,-73.1516037,44.4706939,39
DEN,-104.6737376,39.8560963,EGE,-106.9145481,39.6425637,39
DEN,-104.6737376,39.8560963,LNK,-96.7581014,40.8506586,39
DFW,-97.0403352,32.8998091,AMA,-101.7074509,35.2203245,39
DFW,-97.0403352,32.8998091,DCA,-77.04023149999999,38.851242,39
DSM,-93.6587958,41.5341333,LAS,-115.1537389,36.0839998,39
DTW,-83.3553842,42.2161722,CAK,-81.4418833,40.9153779,39
EUG,-123.2159003,44.1217811,PDX,-122.5950942,45.58976939999999,39
EVV,-87.52717539999999,38.0433641,ORD,-87.9073214,41.9741625,39
EWR,-74.1744624,40.6895314,SRQ,-82.55381969999999,27.3951191,39
FWA,-85.18844229999999,40.9828674,ORD,-87.9073214,41.9741625,39
HSV,-86.77568989999999,34.6403329,CLT,-80.9473146,35.2144026,39
IAD,-77.45653879999999,38.9531162,ROC,-77.66657219999999,43.1225229,39
IAH,-95.3367827,29.9902199,ICT,-97.42869879999999,37.6508529,39
IND,-86.2955952,39.7168593,MDW,-87.7521884,41.78677589999999,39
JAN,-90.0764217,32.3122283,ATL,-84.4277001,33.6407282,39
JFK,-73.77813909999999,40.6413111,PWM,-70.30969739999999,43.6464785,39
LAS,-115.1537389,36.0839998,ABQ,-106.6129085,35.0433333,39
LAS,-115.1537389,36.0839998,SMF,-121.5900648,38.6950854,39
LAX,-118.40853,33.9415889,ELP,-106.3824345,31.8053354,39
LAX,-118.40853,33.9415889,HOU,-95.27690539999999,29.6459077,39
LAX,-118.40853,33.9415889,MDW,-87.7521884,41.78677589999999,39
LAX,-118.40853,33.9415889,RDU,-78.7879963,35.88007899999999,39
LGA,-73.8739659,40.7769271,BGR,-68.8165035,44.808176,39
MAF,-102.2047497,31.9417386,DEN,-104.6737376,39.8560963,39
MCI,-94.7107786,39.2991181,SAN,-117.1933038,32.7338006,39
MCI,-94.7107786,39.2991181,YIP,-83.5242868,42.2378031,39
MDW,-87.7521884,41.78677589999999,BNA,-86.67737129999999,36.126317,39
MHT,-71.4352177,42.929687,EWR,-74.1744624,40.6895314,39
OAJ,-77.60688429999999,34.8291316,CLT,-80.9473146,35.2144026,39
OKC,-97.600556,35.393056,TUL,-95.88386589999999,36.198778,39
ORD,-87.9073214,41.9741625,CWA,-89.67268,44.784201,39
ORD,-87.9073214,41.9741625,RAP,-103.0605163,44.0383798,39
PDX,-122.5950942,45.58976939999999,RDM,-121.1608592,44.2532061,39
PHF,-76.4939006,37.1307716,ATL,-84.4277001,33.6407282,39
PHL,-75.2424229,39.8743959,DAY,-84.2217719,39.90252419999999,39
RDU,-78.7879963,35.88007899999999,MEM,-89.9791729,35.0420679,39
ROC,-77.66657219999999,43.1225229,IAD,-77.45653879999999,38.9531162,39
SAV,-81.2018521,32.1294267,JFK,-73.77813909999999,40.6413111,39
SDF,-85.7369231,38.175662,BDL,-72.68603139999999,41.9388735,39
SEA,-122.3088165,47.4502499,MCO,-81.308083,28.4311577,39
SJC,-121.9289375,37.3639472,MSP,-93.2222846,44.8847554,39
SLC,-111.9790706,40.7899404,BOS,-71.0095602,42.3656132,39
SLC,-111.9790706,40.7899404,SNA,-117.8674759,33.6761901,39
SRQ,-82.55381969999999,27.3951191,EWR,-74.1744624,40.6895314,39
STL,-90.374819,38.7499403,IAD,-77.45653879999999,38.9531162,39
STL,-90.374819,38.7499403,PIT,-80.2352233,40.4919208,39
STL,-90.374819,38.7499403,TPA,-82.5311382,27.9771524,39
SYR,-76.1101888,43.1139301,PHL,-75.2424229,39.8743959,39
TPA,-82.5311382,27.9771524,STL,-90.374819,38.7499403,39
TUS,-110.9392269,32.1145102,DFW,-97.0403352,32.8998091,39
TYS,-83.993889,35.810833,DEN,-104.6737376,39.8560963,39
ALB,-73.8054981,42.7487124,CLT,-80.9473146,35.2144026,38
ATL,-84.4277001,33.6407282,ABE,-75.43499419999999,40.6518559,38
ATL,-84.4277001,33.6407282,SRQ,-82.55381969999999,27.3951191,38
BFI,-122.3018264,47.5281657,SDF,-85.7369231,38.175662,38
BNA,-86.67737129999999,36.126317,BWI,-76.6683922,39.1774042,38
BNA,-86.67737129999999,36.126317,MDW,-87.7521884,41.78677589999999,38
BOS,-71.0095602,42.3656132,PHX,-112.0077881,33.4372686,38
BWI,-76.6683922,39.1774042,CLE,-81.8538669,41.4057985,38
BWI,-76.6683922,39.1774042,DCA,-77.04023149999999,38.851242,38
BWI,-76.6683922,39.1774042,PIT,-80.2352233,40.4919208,38
BWI,-76.6683922,39.1774042,RSW,-81.7553083,26.5337051,38
CLE,-81.8538669,41.4057985,RSW,-81.7553083,26.5337051,38
CLT,-80.9473146,35.2144026,ALB,-73.8054981,42.7487124,38
CLT,-80.9473146,35.2144026,JAN,-90.0764217,32.3122283,38
CMI,-88.26398789999999,40.03649619999999,ORD,-87.9073214,41.9741625,38
CPR,-106.4648786,42.89727509999999,DEN,-104.6737376,39.8560963,38
DAL,-96.8512063,32.8481029,PHX,-112.0077881,33.4372686,38
DAY,-84.2217719,39.90252419999999,PHL,-75.2424229,39.8743959,38
DEN,-104.6737376,39.8560963,DAL,-96.8512063,32.8481029,38
DEN,-104.6737376,39.8560963,MFR,-122.8744669,42.3730209,38
DFW,-97.0403352,32.8998091,FSM,-94.3635085,35.3380696,38
DFW,-97.0403352,32.8998091,JAX,-81.6879368,30.49407129999999,38
DFW,-97.0403352,32.8998091,OAK,-122.2197428,37.7125689,38
DFW,-97.0403352,32.8998091,PNS,-87.1867049,30.4738158,38
DSM,-93.6587958,41.5341333,CID,-91.70697539999999,41.8863861,38
EWR,-74.1744624,40.6895314,GSP,-82.2172338,34.8959008,38
GJT,-108.5291468,39.1222307,SLC,-111.9790706,40.7899404,38
GSO,-79.9351805,36.1043671,MEM,-89.9791729,35.0420679,38
HPN,-73.7086641,41.0683325,CLT,-80.9473146,35.2144026,38
IAD,-77.45653879999999,38.9531162,BUF,-78.7295067,42.9397059,38
ICT,-97.42869879999999,37.6508529,IAH,-95.3367827,29.9902199,38
JAN,-90.0764217,32.3122283,CLT,-80.9473146,35.2144026,38
JFK,-73.77813909999999,40.6413111,BTV,-73.1516037,44.4706939,38
JFK,-73.77813909999999,40.6413111,BWI,-76.6683922,39.1774042,38
JFK,-73.77813909999999,40.6413111,RSW,-81.7553083,26.5337051,38
LAS,-115.1537389,36.0839998,SNA,-117.8674759,33.6761901,38
LGA,-73.8739659,40.7769271,DAY,-84.2217719,39.90252419999999,38
LNK,-96.7581014,40.8506586,DEN,-104.6737376,39.8560963,38
MCI,-94.7107786,39.2991181,RDU,-78.7879963,35.88007899999999,38
MEM,-89.9791729,35.0420679,JAX,-81.6879368,30.49407129999999,38
MEM,-89.9791729,35.0420679,LBB,-118.1523845,33.8176974,38
MEM,-89.9791729,35.0420679,ROC,-77.66657219999999,43.1225229,38
MFR,-122.8744669,42.3730209,LAX,-118.40853,33.9415889,38
MIA,-80.2870509,25.7958723,PHX,-112.0077881,33.4372686,38
MSP,-93.2222846,44.8847554,BJI,-94.9329041,47.5092442,38
MSP,-93.2222846,44.8847554,CID,-91.70697539999999,41.8863861,38
MSP,-93.2222846,44.8847554,GEG,-117.534812,47.62174779999999,38
MSY,-90.2592299,29.9910905,DCA,-77.04023149999999,38.851242,38
MSY,-90.2592299,29.9910905,HOU,-95.27690539999999,29.6459077,38
OMA,-95.8937409,41.3018733,SLC,-111.9790706,40.7899404,38
ORD,-87.9073214,41.9741625,EVV,-87.52717539999999,38.0433641,38
ORD,-87.9073214,41.9741625,PBI,-80.0928165,26.6857475,38
ORF,-76.2000161,36.8956837,ATL,-84.4277001,33.6407282,38
PDX,-122.5950942,45.58976939999999,PSP,-116.5070468,33.8303194,38
PHX,-112.0077881,33.4372686,BOS,-71.0095602,42.3656132,38
PSP,-116.5070468,33.8303194,PDX,-122.5950942,45.58976939999999,38
PVD,-71.4304062,41.7245271,ATL,-84.4277001,33.6407282,38
RDM,-121.1608592,44.2532061,SEA,-122.3088165,47.4502499,38
RDU,-78.7879963,35.88007899999999,SDF,-85.7369231,38.175662,38
RIC,-77.3208112,37.5065795,EWR,-74.1744624,40.6895314,38
RSW,-81.7553083,26.5337051,STL,-90.374819,38.7499403,38
SDF,-85.7369231,38.175662,BOS,-71.0095602,42.3656132,38
SDF,-85.7369231,38.175662,PIT,-80.2352233,40.4919208,38
SFO,-122.3789554,37.6213129,PIT,-80.2352233,40.4919208,38
SLC,-111.9790706,40.7899404,TWF,-114.4847165,42.4833496,38
STL,-90.374819,38.7499403,MCI,-94.7107786,39.2991181,38
STL,-90.374819,38.7499403,MDW,-87.7521884,41.78677589999999,38
TPA,-82.5311382,27.9771524,PIT,-80.2352233,40.4919208,38
TYS,-83.993889,35.810833,IAD,-77.45653879999999,38.9531162,38
ABQ,-106.6129085,35.0433333,SAN,-117.1933038,32.7338006,37
AFW,-97.3138822,32.9875102,ICT,-97.42869879999999,37.6508529,37
ATL,-84.4277001,33.6407282,ATW,-88.5112347,44.2602346,37
ATL,-84.4277001,33.6407282,JAN,-90.0764217,32.3122283,37
BOS,-71.0095602,42.3656132,SAN,-117.1933038,32.7338006,37
BRD,-94.1412635,46.3930459,MSP,-93.2222846,44.8847554,37
BTR,-91.15146100000001,30.5323599,CLT,-80.9473146,35.2144026,37
BTV,-73.1516037,44.4706939,JFK,-73.77813909999999,40.6413111,37
BUF,-78.7295067,42.9397059,IAD,-77.45653879999999,38.9531162,37
BWI,-76.6683922,39.1774042,BUF,-78.7295067,42.9397059,37
BWI,-76.6683922,39.1774042,OAK,-122.2197428,37.7125689,37
BZN,-111.1532346,45.7771073,SEA,-122.3088165,47.4502499,37
CAK,-81.4418833,40.9153779,CLT,-80.9473146,35.2144026,37
CLE,-81.8538669,41.4057985,MDW,-87.7521884,41.78677589999999,37
CLT,-80.9473146,35.2144026,GNV,-82.2766402,29.6863121,37
CLT,-80.9473146,35.2144026,GPT,-89.0727778,30.4131137,37
CLT,-80.9473146,35.2144026,SLC,-111.9790706,40.7899404,37
CLT,-80.9473146,35.2144026,TRI,-82.4077169,36.48167310000001,37
DCA,-77.04023149999999,38.851242,BHM,-86.754126,33.5624269,37
DCA,-77.04023149999999,38.851242,CAE,-81.1220015,33.941917,37
DCA,-77.04023149999999,38.851242,CMH,-82.8871767,39.9999399,37
DCA,-77.04023149999999,38.851242,MHT,-71.4352177,42.929687,37
DEN,-104.6737376,39.8560963,CPR,-106.4648786,42.89727509999999,37
DEN,-104.6737376,39.8560963,MDW,-87.7521884,41.78677589999999,37
DFW,-97.0403352,32.8998091,MHK,-96.6699273,39.1371223,37
DSM,-93.6587958,41.5341333,IAH,-95.3367827,29.9902199,37
DTW,-83.3553842,42.2161722,HPN,-73.7086641,41.0683325,37
DTW,-83.3553842,42.2161722,MYR,-78.92789429999999,33.6822019,37
EWR,-74.1744624,40.6895314,OMA,-95.8937409,41.3018733,37
GPT,-89.0727778,30.4131137,ATL,-84.4277001,33.6407282,37
HPN,-73.7086641,41.0683325,ATL,-84.4277001,33.6407282,37
HPN,-73.7086641,41.0683325,DTW,-83.3553842,42.2161722,37
IAD,-77.45653879999999,38.9531162,BWI,-76.6683922,39.1774042,37
IAH,-95.3367827,29.9902199,SHV,-93.8286552,32.4544911,37
JAX,-81.6879368,30.49407129999999,TPA,-82.5311382,27.9771524,37
JFK,-73.77813909999999,40.6413111,CLE,-81.8538669,41.4057985,37
LAS,-115.1537389,36.0839998,GEG,-117.534812,47.62174779999999,37
LAS,-115.1537389,36.0839998,MDW,-87.7521884,41.78677589999999,37
LAS,-115.1537389,36.0839998,TUL,-95.88386589999999,36.198778,37
LAX,-118.40853,33.9415889,MFR,-122.8744669,42.3730209,37
LAX,-118.40853,33.9415889,MKE,-87.89664599999999,42.9475534,37
LCK,-82.9358462,39.8173811,ORD,-87.9073214,41.9741625,37
LGB,-118.1523845,33.8176974,SLC,-111.9790706,40.7899404,37
MCO,-81.308083,28.4311577,GRR,-85.5248434,42.8846633,37
MHK,-96.6699273,39.1371223,DFW,-97.0403352,32.8998091,37
MKE,-87.89664599999999,42.9475534,CVG,-84.6630165,39.0532746,37
MSP,-93.2222846,44.8847554,BOI,-116.2223159,43.5658231,37
MYR,-78.92789429999999,33.6822019,CLT,-80.9473146,35.2144026,37
OMA,-95.8937409,41.3018733,DCA,-77.04023149999999,38.851242,37
OMA,-95.8937409,41.3018733,SFO,-122.3789554,37.6213129,37
ONT,-117.598057,34.0559781,CVG,-84.6630165,39.0532746,37
ONT,-117.598057,34.0559781,SBA,-119.8398835,34.4271935,37
ORD,-87.9073214,41.9741625,AZO,-85.5515933,42.2355515,37
ORD,-87.9073214,41.9741625,DLH,-92.1800102,46.8387531,37
ORD,-87.9073214,41.9741625,GEG,-117.534812,47.62174779999999,37
PBI,-80.0928165,26.6857475,BWI,-76.6683922,39.1774042,37
PBI,-80.0928165,26.6857475,ORD,-87.9073214,41.9741625,37
PDX,-122.5950942,45.58976939999999,BOI,-116.2223159,43.5658231,37
PHL,-75.2424229,39.8743959,MDW,-87.7521884,41.78677589999999,37
PHX,-112.0077881,33.4372686,DAL,-96.8512063,32.8481029,37
RDM,-121.1608592,44.2532061,PDX,-122.5950942,45.58976939999999,37
RDU,-78.7879963,35.88007899999999,LAX,-118.40853,33.9415889,37
RIC,-77.3208112,37.5065795,FLL,-80.1506022,26.0742344,37
RIC,-77.3208112,37.5065795,JFK,-73.77813909999999,40.6413111,37
RNO,-119.7680951,39.4995907,SEA,-122.3088165,47.4502499,37
RSW,-81.7553083,26.5337051,JFK,-73.77813909999999,40.6413111,37
SAN,-117.1933038,32.7338006,BOS,-71.0095602,42.3656132,37
SAN,-117.1933038,32.7338006,DFW,-97.0403352,32.8998091,37
SAN,-117.1933038,32.7338006,IND,-86.2955952,39.7168593,37
SDF,-85.7369231,38.175662,RDU,-78.7879963,35.88007899999999,37
SDF,-85.7369231,38.175662,SAT,-98.4683484,29.5311973,37
SEA,-122.3088165,47.4502499,BZN,-111.1532346,45.7771073,37
SEA,-122.3088165,47.4502499,RNO,-119.7680951,39.4995907,37
SFO,-122.3789554,37.6213129,ABQ,-106.6129085,35.0433333,37
SLC,-111.9790706,40.7899404,LGB,-118.1523845,33.8176974,37
SLC,-111.9790706,40.7899404,STL,-90.374819,38.7499403,37
STL,-90.374819,38.7499403,RSW,-81.7553083,26.5337051,37
STL,-90.374819,38.7499403,SLC,-111.9790706,40.7899404,37
ABE,-75.43499419999999,40.6518559,ATL,-84.4277001,33.6407282,36
ABQ,-106.6129085,35.0433333,SFO,-122.3789554,37.6213129,36
AFW,-97.3138822,32.9875102,LAX,-118.40853,33.9415889,36
AFW,-97.3138822,32.9875102,LBB,-118.1523845,33.8176974,36
ATL,-84.4277001,33.6407282,EVV,-87.52717539999999,38.0433641,36
ATL,-84.4277001,33.6407282,SJC,-121.9289375,37.3639472,36
AVP,-75.7237811,41.3377679,ORD,-87.9073214,41.9741625,36
BNA,-86.67737129999999,36.126317,DAL,-96.8512063,32.8481029,36
BOS,-71.0095602,42.3656132,STL,-90.374819,38.7499403,36
CLT,-80.9473146,35.2144026,CAK,-81.4418833,40.9153779,36
CLT,-80.9473146,35.2144026,DAY,-84.2217719,39.90252419999999,36
CLT,-80.9473146,35.2144026,HPN,-73.7086641,41.0683325,36
CLT,-80.9473146,35.2144026,MGM,-86.3906353,32.3050713,36
CLT,-80.9473146,35.2144026,MYR,-78.92789429999999,33.6822019,36
CLT,-80.9473146,35.2144026,TUL,-95.88386589999999,36.198778,36
DAL,-96.8512063,32.8481029,LAS,-115.1537389,36.0839998,36
DAL,-96.8512063,32.8481029,MSY,-90.2592299,29.9910905,36
DAY,-84.2217719,39.90252419999999,CLT,-80.9473146,35.2144026,36
DAY,-84.2217719,39.90252419999999,LGA,-73.8739659,40.7769271,36
DFW,-97.0403352,32.8998091,GEG,-117.534812,47.62174779999999,36
DFW,-97.0403352,32.8998091,LRD,-99.4613589,27.5447829,36
DFW,-97.0403352,32.8998091,TYS,-83.993889,35.810833,36
DLH,-92.1800102,46.8387531,ORD,-87.9073214,41.9741625,36
DTW,-83.3553842,42.2161722,PDX,-122.5950942,45.58976939999999,36
ELP,-106.3824345,31.8053354,ABQ,-106.6129085,35.0433333,36
EWR,-74.1744624,40.6895314,MHT,-71.4352177,42.929687,36
FLL,-80.1506022,26.0742344,CVG,-84.6630165,39.0532746,36
FLL,-80.1506022,26.0742344,SEA,-122.3088165,47.4502499,36
FRD,-123.0261849,48.5248261,ESD,-122.9094161,48.7048988,36
GNV,-82.2766402,29.6863121,CLT,-80.9473146,35.2144026,36
HOU,-95.27690539999999,29.6459077,LAX,-118.40853,33.9415889,36
HSV,-86.77568989999999,34.6403329,ORD,-87.9073214,41.9741625,36
IAH,-95.3367827,29.9902199,DSM,-93.6587958,41.5341333,36
IAH,-95.3367827,29.9902199,GRR,-85.5248434,42.8846633,36
IND,-86.2955952,39.7168593,PDX,-122.5950942,45.58976939999999,36
JFK,-73.77813909999999,40.6413111,SJC,-121.9289375,37.3639472,36
LAX,-118.40853,33.9415889,OKC,-97.600556,35.393056,36
LGA,-73.8739659,40.7769271,SYR,-76.1101888,43.1139301,36
MCI,-94.7107786,39.2991181,CVG,-84.6630165,39.0532746,36
MCO,-81.308083,28.4311577,DAL,-96.8512063,32.8481029,36
MDW,-87.7521884,41.78677589999999,LAS,-115.1537389,36.0839998,36
MDW,-87.7521884,41.78677589999999,LAX,-118.40853,33.9415889,36
MDW,-87.7521884,41.78677589999999,MCO,-81.308083,28.4311577,36
MFR,-122.8744669,42.3730209,DEN,-104.6737376,39.8560963,36
MFR,-122.8744669,42.3730209,SEA,-122.3088165,47.4502499,36
MFR,-122.8744669,42.3730209,SLC,-111.9790706,40.7899404,36
MIA,-80.2870509,25.7958723,SAT,-98.4683484,29.5311973,36
MSP,-93.2222846,44.8847554,OKC,-97.600556,35.393056,36
MSP,-93.2222846,44.8847554,SJC,-121.9289375,37.3639472,36
MSY,-90.2592299,29.9910905,DAL,-96.8512063,32.8481029,36
MYR,-78.92789429999999,33.6822019,PHL,-75.2424229,39.8743959,36
OMA,-95.8937409,41.3018733,EWR,-74.1744624,40.6895314,36
ORD,-87.9073214,41.9741625,AVP,-75.7237811,41.3377679,36
ORF,-76.2000161,36.8956837,BWI,-76.6683922,39.1774042,36
PBI,-80.0928165,26.6857475,MIA,-80.2870509,25.7958723,36
PHX,-112.0077881,33.4372686,PSP,-116.5070468,33.8303194,36
PIT,-80.2352233,40.4919208,SDF,-85.7369231,38.175662,36
RFD,-89.0988607,42.20218029999999,ORD,-87.9073214,41.9741625,36
RFD,-89.0988607,42.20218029999999,SDF,-85.7369231,38.175662,36
RNO,-119.7680951,39.4995907,SJC,-121.9289375,37.3639472,36
SDF,-85.7369231,38.175662,JAX,-81.6879368,30.49407129999999,36
SDF,-85.7369231,38.175662,RIC,-77.3208112,37.5065795,36
SEA,-122.3088165,47.4502499,MFR,-122.8744669,42.3730209,36
SEA,-122.3088165,47.4502499,RDM,-121.1608592,44.2532061,36
SEA,-122.3088165,47.4502499,SAT,-98.4683484,29.5311973,36
SGF,-93.39026559999999,37.244631,DFW,-97.0403352,32.8998091,36
SJC,-121.9289375,37.3639472,ATL,-84.4277001,33.6407282,36
SJC,-121.9289375,37.3639472,JFK,-73.77813909999999,40.6413111,36
SLC,-111.9790706,40.7899404,CLT,-80.9473146,35.2144026,36
SLC,-111.9790706,40.7899404,OMA,-95.8937409,41.3018733,36
SMF,-121.5900648,38.6950854,ONT,-117.598057,34.0559781,36
SNA,-117.8674759,33.6761901,SLC,-111.9790706,40.7899404,36
SRQ,-82.55381969999999,27.3951191,ATL,-84.4277001,33.6407282,36
STL,-90.374819,38.7499403,MIA,-80.2870509,25.7958723,36
TYS,-83.993889,35.810833,MEM,-89.9791729,35.0420679,36
XNA,-94.30429400000001,36.2786587,MSP,-93.2222846,44.8847554,36
YIP,-83.5242868,42.2378031,SDF,-85.7369231,38.175662,36
ATL,-84.4277001,33.6407282,GPT,-89.0727778,30.4131137,35
ATL,-84.4277001,33.6407282,OAJ,-77.60688429999999,34.8291316,35
AUS,-97.66635289999999,30.19747109999999,TPA,-82.5311382,27.9771524,35
BLD,-72.68603139999999,41.9388735,1G4,-113.8206185,35.9876807,35
BNA,-86.67737129999999,36.126317,PIT,-80.2352233,40.4919208,35
BTV,-73.1516037,44.4706939,PHL,-75.2424229,39.8743959,35
BUF,-78.7295067,42.9397059,BWI,-76.6683922,39.1774042,35
BWI,-76.6683922,39.1774042,STL,-90.374819,38.7499403,35
CHS,-80.038159,32.8942676,DFW,-97.0403352,32.8998091,35
CID,-91.70697539999999,41.8863861,DSM,-93.6587958,41.5341333,35
CLE,-81.8538669,41.4057985,MKE,-87.89664599999999,42.9475534,35
CLT,-80.9473146,35.2144026,MOB,-88.24549359999999,30.692512,35
CLT,-80.9473146,35.2144026,OKC,-97.600556,35.393056,35
CLT,-80.9473146,35.2144026,SHV,-93.8286552,32.4544911,35
CMH,-82.8871767,39.9999399,BWI,-76.6683922,39.1774042,35
COS,-104.7026039,38.801712,LAX,-118.40853,33.9415889,35
CYS,-104.8110275,41.1531677,DEN,-104.6737376,39.8560963,35
DAL,-96.8512063,32.8481029,BOS,-71.0095602,42.3656132,35
DCA,-77.04023149999999,38.851242,AUS,-97.66635289999999,30.19747109999999,35
DCA,-77.04023149999999,38.851242,LGA,-73.8739659,40.7769271,35
DEN,-104.6737376,39.8560963,HOU,-95.27690539999999,29.6459077,35
DEN,-104.6737376,39.8560963,ISN,-103.6375502,48.1776122,35
DFW,-97.0403352,32.8998091,LAW,-98.4159133,34.5726626,35
DFW,-97.0403352,32.8998091,RDU,-78.7879963,35.88007899999999,35
DFW,-97.0403352,32.8998091,SGF,-93.39026559999999,37.244631,35
ESD,-122.9094161,48.7048988,FRD,-123.0261849,48.5248261,35
EWR,-74.1744624,40.6895314,ALB,-73.8054981,42.7487124,35
FAT,-119.7181083,36.7758493,DEN,-104.6737376,39.8560963,35
FAT,-119.7181083,36.7758493,SLC,-111.9790706,40.7899404,35
GPT,-89.0727778,30.4131137,DFW,-97.0403352,32.8998091,35
GSO,-79.9351805,36.1043671,PHL,-75.2424229,39.8743959,35
