origin_iata,origin_lon,origin_lat,dest_iata,dest_lon,dest_lat,total
CAK,-81.4418833,40.9153779,MSN,-89.33641279999999,43.1390659,2
CAK,-81.4418833,40.9153779,MYR,-78.92789429999999,33.6822019,2
CAK,-81.4418833,40.9153779,PIT,-80.2352233,40.4919208,2
CAK,-81.4418833,40.9153779,RIC,-77.3208112,37.5065795,2
CAK,-81.4418833,40.9153779,TRI,-82.4077169,36.48167310000001,2
CDR,-103.0968004,42.8289275,CDR,-103.0968004,42.8289275,2
CDW,-74.2805248,40.874877,ACK,-70.0637506,41.2569516,2
CGS,-76.9227324,38.9795446,TTN,-74.8179505,40.2769993,2
CHA,-85.19701119999999,35.0374486,BIS,-100.7572447,46.77518999999999,2
CHA,-85.19701119999999,35.0374486,CLE,-81.8538669,41.4057985,2
CHA,-85.19701119999999,35.0374486,CRW,-81.5934922,38.3714489,2
CHA,-85.19701119999999,35.0374486,DAY,-84.2217719,39.90252419999999,2
CHA,-85.19701119999999,35.0374486,FWA,-85.18844229999999,40.9828674,2
CHA,-85.19701119999999,35.0374486,MQY,-86.52589499999999,36.004326,2
CHA,-85.19701119999999,35.0374486,RIC,-77.3208112,37.5065795,2
CHA,-85.19701119999999,35.0374486,SDF,-85.7369231,38.175662,2
CHA,-85.19701119999999,35.0374486,SHV,-93.8286552,32.4544911,2
CHO,-78.4516149,38.1394877,AGS,-81.973036,33.3735902,2
CHO,-78.4516149,38.1394877,DAL,-96.8512063,32.8481029,2
CHO,-78.4516149,38.1394877,DAY,-84.2217719,39.90252419999999,2
CHO,-78.4516149,38.1394877,HPN,-73.7086641,41.0683325,2
CHO,-78.4516149,38.1394877,MIA,-80.2870509,25.7958723,2
CHO,-78.4516149,38.1394877,MKE,-87.89664599999999,42.9475534,2
CHO,-78.4516149,38.1394877,ORF,-76.2000161,36.8956837,2
CHO,-78.4516149,38.1394877,RIC,-77.3208112,37.5065795,2
CHO,-78.4516149,38.1394877,TYS,-83.993889,35.810833,2
CHS,-80.038159,32.8942676,AFW,-97.3138822,32.9875102,2
CHS,-80.038159,32.8942676,AGS,-81.973036,33.3735902,2
CHS,-80.038159,32.8942676,CMH,-82.8871767,39.9999399,2
CHS,-80.038159,32.8942676,ILG,-75.6034614,39.6802039,2
CHS,-80.038159,32.8942676,LFT,-91.9894188,30.205482,2
CHS,-80.038159,32.8942676,LIT,-92.2216531,34.7307049,2
CHS,-80.038159,32.8942676,MHT,-71.4352177,42.929687,2
CHS,-80.038159,32.8942676,MZJ,-111.3332279,32.5225963,2
CHS,-80.038159,32.8942676,PBI,-80.0928165,26.6857475,2
CHS,-80.038159,32.8942676,PTK,-83.4202318,42.6640988,2
CHS,-80.038159,32.8942676,SAN,-117.1933038,32.7338006,2
CHS,-80.038159,32.8942676,SAT,-98.4683484,29.5311973,2
CHS,-80.038159,32.8942676,SBN,-86.315843,41.7077166,2
CHS,-80.038159,32.8942676,TPA,-82.5311382,27.9771524,2
CHS,-80.038159,32.8942676,YUM,-114.5991383,32.6685512,2
CID,-91.70697539999999,41.8863861,BHM,-86.754126,33.5624269,2
CID,-91.70697539999999,41.8863861,FSD,-96.7402171,43.5828065,2
CID,-91.70697539999999,41.8863861,MKE,-87.89664599999999,42.9475534,2
CID,-91.70697539999999,41.8863861,OMA,-95.8937409,41.3018733,2
CID,-91.70697539999999,41.8863861,PIT,-80.2352233,40.4919208,2
CID,-91.70697539999999,41.8863861,SBN,-86.315843,41.7077166,2
CID,-91.70697539999999,41.8863861,SHV,-93.8286552,32.4544911,2
CID,-91.70697539999999,41.8863861,STL,-90.374819,38.7499403,2
CID,-91.70697539999999,41.8863861,TPA,-82.5311382,27.9771524,2
CKB,-80.231201,39.2967239,ACT,-97.2262899,31.6135898,2
CKB,-80.231201,39.2967239,BDL,-72.68603139999999,41.9388735,2
CKB,-80.231201,39.2967239,CLE,-81.8538669,41.4057985,2
CKB,-80.231201,39.2967239,DSM,-93.6587958,41.5341333,2
CKB,-80.231201,39.2967239,FOE,-95.6664279,38.9483444,2
CKB,-80.231201,39.2967239,FWA,-85.18844229999999,40.9828674,2
CKB,-80.231201,39.2967239,MHK,-96.6699273,39.1371223,2
CKB,-80.231201,39.2967239,PIT,-80.2352233,40.4919208,2
CKB,-80.231201,39.2967239,SBN,-86.315843,41.7077166,2
CLD,-117.2792408,33.1268216,GRR,-85.5248434,42.8846633,2
CLD,-117.2792408,33.1268216,SJC,-121.9289375,37.3639472,2
CLE,-81.8538669,41.4057985,ATW,-88.5112347,44.2602346,2
CLE,-81.8538669,41.4057985,BKL,-81.6899155,41.5115689,2
CLE,-81.8538669,41.4057985,CAE,-81.1220015,33.941917,2
CLE,-81.8538669,41.4057985,CLL,-96.36660529999999,30.5936801,2
CLE,-81.8538669,41.4057985,COS,-104.7026039,38.801712,2
CLE,-81.8538669,41.4057985,CPS,-90.158981,38.577262,2
CLE,-81.8538669,41.4057985,CRW,-81.5934922,38.3714489,2
CLE,-81.8538669,41.4057985,DAL,-96.8512063,32.8481029,2
CLE,-81.8538669,41.4057985,DSM,-93.6587958,41.5341333,2
CLE,-81.8538669,41.4057985,GRB,-88.12775409999999,44.4923396,2
CLE,-81.8538669,41.4057985,GSO,-79.9351805,36.1043671,2
CLE,-81.8538669,41.4057985,GSP,-82.2172338,34.8959008,2
CLE,-81.8538669,41.4057985,LAN,-84.5901729,42.7751565,2
CLE,-81.8538669,41.4057985,LEX,-84.6026083,38.03776149999999,2
CLE,-81.8538669,41.4057985,OMA,-95.8937409,41.3018733,2
CLE,-81.8538669,41.4057985,RST,-92.4968854,43.9112322,2
CLL,-96.36660529999999,30.5936801,BNA,-86.67737129999999,36.126317,2
CLL,-96.36660529999999,30.5936801,CAE,-81.1220015,33.941917,2
CLL,-96.36660529999999,30.5936801,GEG,-117.534812,47.62174779999999,2
CLL,-96.36660529999999,30.5936801,GSP,-82.2172338,34.8959008,2
CLL,-96.36660529999999,30.5936801,LAX,-118.40853,33.9415889,2
CLL,-96.36660529999999,30.5936801,MGM,-86.3906353,32.3050713,2
CLL,-96.36660529999999,30.5936801,MIA,-80.2870509,25.7958723,2
CLL,-96.36660529999999,30.5936801,TYS,-83.993889,35.810833,2
CLM,-123.498044,48.1188352,MVW,-122.4206582,48.4694943,2
CLT,-80.9473146,35.2144026,ASE,-106.8643335,39.2196304,2
CLT,-80.9473146,35.2144026,BOI,-116.2223159,43.5658231,2
CLT,-80.9473146,35.2144026,CKB,-80.231201,39.2967239,2
CLT,-80.9473146,35.2144026,CRP,-97.5021829,27.7724235,2
CLT,-80.9473146,35.2144026,RNO,-119.7680951,39.4995907,2
CLT,-80.9473146,35.2144026,VNY,-118.4896448,34.2096399,2
CLU,-85.8971316,39.25566389999999,PTK,-83.4202318,42.6640988,2
CMH,-82.8871767,39.9999399,ACY,-74.57388499999999,39.4515696,2
CMH,-82.8871767,39.9999399,BMG,-86.614088,39.14662999999999,2
CMH,-82.8871767,39.9999399,CID,-91.70697539999999,41.8863861,2
CMH,-82.8871767,39.9999399,EUG,-123.2159003,44.1217811,2
CMH,-82.8871767,39.9999399,ISP,-73.09880249999999,40.7956189,2
CMH,-82.8871767,39.9999399,LEX,-84.6026083,38.03776149999999,2
CMH,-82.8871767,39.9999399,LRD,-99.4613589,27.5447829,2
CMH,-82.8871767,39.9999399,MHT,-71.4352177,42.929687,2
CMH,-82.8871767,39.9999399,ORF,-76.2000161,36.8956837,2
CMH,-82.8871767,39.9999399,SAV,-81.2018521,32.1294267,2
CMH,-82.8871767,39.9999399,SCE,-77.8486889,40.8499873,2
CMH,-82.8871767,39.9999399,SJC,-121.9289375,37.3639472,2
CMH,-82.8871767,39.9999399,TRI,-82.4077169,36.48167310000001,2
CMH,-82.8871767,39.9999399,TYS,-83.993889,35.810833,2
CMI,-88.26398789999999,40.03649619999999,CID,-91.70697539999999,41.8863861,2
CMI,-88.26398789999999,40.03649619999999,FSM,-94.3635085,35.3380696,2
CMI,-88.26398789999999,40.03649619999999,LAN,-84.5901729,42.7751565,2
CMI,-88.26398789999999,40.03649619999999,SYR,-76.1101888,43.1139301,2
CMX,-88.4941169,47.16870429999999,MQT,-97.9974458,32.7261844,2
CMX,-88.4941169,47.16870429999999,RHI,-89.463867,45.6262146,2
CNO,-117.6352509,33.9751601,BFI,-122.3018264,47.5281657,2
CNO,-117.6352509,33.9751601,ELP,-106.3824345,31.8053354,2
CNY,-109.7449264,38.7613296,BCE,-112.1552824,37.7012889,2
COD,-109.0225794,44.520442,BIL,-108.5379142,45.80350809999999,2
COE,-116.8214443,47.7676076,VNY,-118.4896448,34.2096399,2
COS,-104.7026039,38.801712,ABQ,-106.6129085,35.0433333,2
COS,-104.7026039,38.801712,ELP,-106.3824345,31.8053354,2
COS,-104.7026039,38.801712,LBB,-118.1523845,33.8176974,2
COS,-104.7026039,38.801712,LBL,-100.9523051,37.0445698,2
COS,-104.7026039,38.801712,MKE,-87.89664599999999,42.9475534,2
COS,-104.7026039,38.801712,MOT,-101.2882265,48.25567119999999,2
COS,-104.7026039,38.801712,PSP,-116.5070468,33.8303194,2
COS,-104.7026039,38.801712,SDF,-85.7369231,38.175662,2
COS,-104.7026039,38.801712,SFO,-122.3789554,37.6213129,2
COS,-104.7026039,38.801712,SPI,-89.6783951,39.8439165,2
COS,-104.7026039,38.801712,TYS,-83.993889,35.810833,2
COU,-92.2193772,38.8155232,AEX,-92.5451856,31.3274112,2
COU,-92.2193772,38.8155232,ATL,-84.4277001,33.6407282,2
COU,-92.2193772,38.8155232,CAE,-81.1220015,33.941917,2
COU,-92.2193772,38.8155232,CLL,-96.36660529999999,30.5936801,2
COU,-92.2193772,38.8155232,DSM,-93.6587958,41.5341333,2
COU,-92.2193772,38.8155232,FYV,-94.1719488,36.0034182,2
COU,-92.2193772,38.8155232,TCL,-87.60965809999999,33.2210007,2
CPR,-106.4648786,42.89727509999999,APC,-122.2730219,38.2172561,2
CPR,-106.4648786,42.89727509999999,RAP,-103.0605163,44.0383798,2
CPR,-106.4648786,42.89727509999999,RSN,-92.5885449,32.5142913,2
CPS,-90.158981,38.577262,IAD,-77.45653879999999,38.9531162,2
CPS,-90.158981,38.577262,MKC,-94.590007,39.121108,2
CPS,-90.158981,38.577262,PHX,-112.0077881,33.4372686,2
CPS,-90.158981,38.577262,RDU,-78.7879963,35.88007899999999,2
CPS,-90.158981,38.577262,SAN,-117.1933038,32.7338006,2
CRP,-97.5021829,27.7724235,BRO,-97.4269855,25.9063266,2
CRP,-97.5021829,27.7724235,LRD,-99.4613589,27.5447829,2
CRW,-81.5934922,38.3714489,ACY,-74.57388499999999,39.4515696,2
CRW,-81.5934922,38.3714489,CLE,-81.8538669,41.4057985,2
CRW,-81.5934922,38.3714489,DTW,-83.3553842,42.2161722,2
CRW,-81.5934922,38.3714489,MEM,-89.9791729,35.0420679,2
CSG,-84.9388298,32.516315,CLL,-96.36660529999999,30.5936801,2
CSG,-84.9388298,32.516315,MQY,-86.52589499999999,36.004326,2
CTH,-75.86281129999999,39.9800817,BUR,-118.3574036,34.1983122,2
CVG,-84.6630165,39.0532746,ABQ,-106.6129085,35.0433333,2
CVG,-84.6630165,39.0532746,AEX,-92.5451856,31.3274112,2
CVG,-84.6630165,39.0532746,BIF,-106.3820969,31.84983459999999,2
CVG,-84.6630165,39.0532746,BMI,-76.6683922,39.1774042,2
CVG,-84.6630165,39.0532746,BTR,-91.15146100000001,30.5323599,2
CVG,-84.6630165,39.0532746,BUF,-78.7295067,42.9397059,2
CVG,-84.6630165,39.0532746,BUR,-118.3574036,34.1983122,2
CVG,-84.6630165,39.0532746,DSM,-93.6587958,41.5341333,2
CVG,-84.6630165,39.0532746,FNT,-83.7388467,42.9734164,2
CVG,-84.6630165,39.0532746,GSP,-82.2172338,34.8959008,2
CVG,-84.6630165,39.0532746,LAN,-84.5901729,42.7751565,2
CVG,-84.6630165,39.0532746,LIT,-92.2216531,34.7307049,2
CVG,-84.6630165,39.0532746,MFE,-98.24103629999999,26.1780926,2
CVG,-84.6630165,39.0532746,MQY,-86.52589499999999,36.004326,2
CVG,-84.6630165,39.0532746,MSN,-89.33641279999999,43.1390659,2
CVG,-84.6630165,39.0532746,OAK,-122.2197428,37.7125689,2
CVG,-84.6630165,39.0532746,SBD,-117.24671,34.1005251,2
CVG,-84.6630165,39.0532746,TRI,-82.4077169,36.48167310000001,2
CVG,-84.6630165,39.0532746,TVC,-85.5796208,44.7369137,2
CWA,-89.67268,44.784201,OMA,-95.8937409,41.3018733,2
CWA,-89.67268,44.784201,RHI,-89.463867,45.6262146,2
CXL,-115.5099079,32.6665557,SNA,-117.8674759,33.6761901,2
DAB,-81.0532273,29.1832134,TPA,-82.5311382,27.9771524,2
DAB,-81.0532273,29.1832134,USA,-104.6737376,39.8560963,2
DAL,-96.8512063,32.8481029,AEX,-92.5451856,31.3274112,2
DAL,-96.8512063,32.8481029,AFW,-97.3138822,32.9875102,2
DAL,-96.8512063,32.8481029,BDL,-72.68603139999999,41.9388735,2
DAL,-96.8512063,32.8481029,CVG,-84.6630165,39.0532746,2
DAL,-96.8512063,32.8481029,GNV,-82.2766402,29.6863121,2
DAL,-96.8512063,32.8481029,HHR,-118.3344882,33.9227922,2
DAL,-96.8512063,32.8481029,IAH,-95.3367827,29.9902199,2
DAL,-96.8512063,32.8481029,LEX,-84.6026083,38.03776149999999,2
DAL,-96.8512063,32.8481029,SDF,-85.7369231,38.175662,2
DAL,-96.8512063,32.8481029,SHV,-93.8286552,32.4544911,2
DAY,-84.2217719,39.90252419999999,ACY,-74.57388499999999,39.4515696,2
DAY,-84.2217719,39.90252419999999,ANB,-85.8499032,33.5915658,2
DAY,-84.2217719,39.90252419999999,BHM,-86.754126,33.5624269,2
DAY,-84.2217719,39.90252419999999,CAK,-81.4418833,40.9153779,2
DAY,-84.2217719,39.90252419999999,GDC,-82.3745441,34.7556467,2
DAY,-84.2217719,39.90252419999999,GFK,-97.176582,47.942861,2
DAY,-84.2217719,39.90252419999999,GSP,-82.2172338,34.8959008,2
DAY,-84.2217719,39.90252419999999,ICT,-97.42869879999999,37.6508529,2
DAY,-84.2217719,39.90252419999999,MCI,-94.7107786,39.2991181,2
DAY,-84.2217719,39.90252419999999,MKE,-87.89664599999999,42.9475534,2
DAY,-84.2217719,39.90252419999999,PIA,-89.69008629999999,40.6608469,2
DAY,-84.2217719,39.90252419999999,RDU,-78.7879963,35.88007899999999,2
DAY,-84.2217719,39.90252419999999,STL,-90.374819,38.7499403,2
DCA,-77.04023149999999,38.851242,EVV,-87.52717539999999,38.0433641,2
DCA,-77.04023149999999,38.851242,FAR,-96.8255648,46.9198612,2
DCA,-77.04023149999999,38.851242,FSD,-96.7402171,43.5828065,2
DCA,-77.04023149999999,38.851242,LSE,-91.2634558,43.8753591,2
DCA,-77.04023149999999,38.851242,MWA,-89.0099214,37.7476115,2
DCA,-77.04023149999999,38.851242,PHF,-76.4939006,37.1307716,2
DCA,-77.04023149999999,38.851242,SGF,-93.39026559999999,37.244631,2
DCU,-86.9479374,34.6590419,SHV,-93.8286552,32.4544911,2
DCU,-86.9479374,34.6590419,YIP,-83.5242868,42.2378031,2
DEN,-104.6737376,39.8560963,ABE,-75.43499419999999,40.6518559,2
DEN,-104.6737376,39.8560963,ABI,-99.6800464,32.4118941,2
DEN,-104.6737376,39.8560963,CAE,-81.1220015,33.941917,2
DEN,-104.6737376,39.8560963,CRP,-97.5021829,27.7724235,2
DEN,-104.6737376,39.8560963,RST,-92.4968854,43.9112322,2
DEN,-104.6737376,39.8560963,SPI,-89.6783951,39.8439165,2
DEN,-104.6737376,39.8560963,SWF,-74.1008627,41.4984032,2
DET,-83.00382359999999,42.4090864,BNA,-86.67737129999999,36.126317,2
DET,-83.00382359999999,42.4090864,PHL,-75.2424229,39.8743959,2
DET,-83.00382359999999,42.4090864,TEB,-74.0615292,40.858332,2
DFW,-97.0403352,32.8998091,ALB,-73.8054981,42.7487124,2
DFW,-97.0403352,32.8998091,LGB,-118.1523845,33.8176974,2
DFW,-97.0403352,32.8998091,MDW,-87.7521884,41.78677589999999,2
DFW,-97.0403352,32.8998091,MKC,-94.590007,39.121108,2
DFW,-97.0403352,32.8998091,NTU,-76.0278013,36.8206445,2
DFW,-97.0403352,32.8998091,PUB,-104.4953346,38.2859398,2
DFW,-97.0403352,32.8998091,ROC,-77.66657219999999,43.1225229,2
DFW,-97.0403352,32.8998091,SFB,-81.235685899999993,28.7793906,2
DLH,-92.1800102,46.8387531,DTW,-83.3553842,42.2161722,2
DLH,-92.1800102,46.8387531,MKE,-87.89664599999999,42.9475534,2
DMA,-110.8809135,32.1599134,GRK,-97.8213287,31.06138019999999,2
DPA,-88.25490789999999,41.9067614,CMH,-82.8871767,39.9999399,2
DPA,-88.25490789999999,41.9067614,LAS,-115.1537389,36.0839998,2
DPA,-88.25490789999999,41.9067614,MIA,-80.2870509,25.7958723,2
DPA,-88.25490789999999,41.9067614,SHV,-93.8286552,32.4544911,2
DPA,-88.25490789999999,41.9067614,YIP,-83.5242868,42.2378031,2
DSI,-86.47098,30.3966602,JAN,-90.0764217,32.3122283,2
DSI,-86.47098,30.3966602,MQY,-86.52589499999999,36.004326,2
DSM,-93.6587958,41.5341333,AVL,-82.53785409999999,35.4348962,2
DSM,-93.6587958,41.5341333,BOI,-116.2223159,43.5658231,2
DSM,-93.6587958,41.5341333,CAE,-81.1220015,33.941917,2
DSM,-93.6587958,41.5341333,CKB,-80.231201,39.2967239,2
DSM,-93.6587958,41.5341333,CLE,-81.8538669,41.4057985,2
DSM,-93.6587958,41.5341333,CYS,-104.8110275,41.1531677,2
DSM,-93.6587958,41.5341333,FTW,-97.3598387,32.8206921,2
DSM,-93.6587958,41.5341333,GSO,-79.9351805,36.1043671,2
DSM,-93.6587958,41.5341333,LBB,-118.1523845,33.8176974,2
DSM,-93.6587958,41.5341333,MIA,-80.2870509,25.7958723,2
DSM,-93.6587958,41.5341333,PIT,-80.2352233,40.4919208,2
DSM,-93.6587958,41.5341333,RIC,-77.3208112,37.5065795,2
DSM,-93.6587958,41.5341333,TUL,-95.88386589999999,36.198778,2
DTW,-83.3553842,42.2161722,ABQ,-106.6129085,35.0433333,2
DTW,-83.3553842,42.2161722,AVL,-82.53785409999999,35.4348962,2
DTW,-83.3553842,42.2161722,BKL,-81.6899155,41.5115689,2
DTW,-83.3553842,42.2161722,BOI,-116.2223159,43.5658231,2
DTW,-83.3553842,42.2161722,CAE,-81.1220015,33.941917,2
DTW,-83.3553842,42.2161722,CHO,-78.4516149,38.1394877,2
DTW,-83.3553842,42.2161722,CMI,-88.26398789999999,40.03649619999999,2
DTW,-83.3553842,42.2161722,FAR,-96.8255648,46.9198612,2
DTW,-83.3553842,42.2161722,GJT,-108.5291468,39.1222307,2
DTW,-83.3553842,42.2161722,GYY,-87.4083934,41.6177844,2
DTW,-83.3553842,42.2161722,MFE,-98.24103629999999,26.1780926,2
DTW,-83.3553842,42.2161722,MKC,-94.590007,39.121108,2
DTW,-83.3553842,42.2161722,ROA,-79.9701915,37.320398,2
DTW,-83.3553842,42.2161722,SMF,-121.5900648,38.6950854,2
DTW,-83.3553842,42.2161722,SUS,-90.6445777,38.6634733,2
DTW,-83.3553842,42.2161722,TOL,-83.80914109999999,41.5878083,2
DVL,-98.9038973,48.1090636,ORD,-87.9073214,41.9741625,2
DVT,-112.082851,33.6843241,HII,-114.3571987,34.5694092,2
DVT,-112.082851,33.6843241,PHX,-112.0077881,33.4372686,2
EAR,-99.00900349999999,40.7251123,GRI,-98.3129098,40.9694381,2
EAU,-91.48222190000001,44.8622211,MSP,-93.2222846,44.8847554,2
ECP,-85.7995134,30.3548543,BTR,-91.15146100000001,30.5323599,2
ECP,-85.7995134,30.3548543,MSY,-90.2592299,29.9910905,2
ECP,-85.7995134,30.3548543,TYS,-83.993889,35.810833,2
EFD,-95.16408009999999,29.5999498,LGB,-118.1523845,33.8176974,2
EGE,-106.9145481,39.6425637,ASE,-106.8643335,39.2196304,2
EGE,-106.9145481,39.6425637,BFI,-122.3018264,47.5281657,2
EGE,-106.9145481,39.6425637,BOS,-71.0095602,42.3656132,2
EGE,-106.9145481,39.6425637,BUR,-118.3574036,34.1983122,2
EGE,-106.9145481,39.6425637,ELP,-106.3824345,31.8053354,2
EGE,-106.9145481,39.6425637,LGA,-73.8739659,40.7769271,2
EGE,-106.9145481,39.6425637,PBI,-80.0928165,26.6857475,2
EGE,-106.9145481,39.6425637,SLC,-111.9790706,40.7899404,2
EGE,-106.9145481,39.6425637,TEB,-74.0615292,40.858332,2
EGE,-106.9145481,39.6425637,TUS,-110.9392269,32.1145102,2
EGV,-89.26183420000001,45.9340987,PWK,-87.9011312,42.1170686,2
ELM,-76.8921794,42.1604316,ATL,-84.4277001,33.6407282,2
ELP,-106.3824345,31.8053354,BGR,-68.8165035,44.808176,2
ELP,-106.3824345,31.8053354,BHM,-86.754126,33.5624269,2
ELP,-106.3824345,31.8053354,BWG,-86.4269221,36.962507,2
ELP,-106.3824345,31.8053354,BWI,-76.6683922,39.1774042,2
ELP,-106.3824345,31.8053354,CAE,-81.1220015,33.941917,2
ELP,-106.3824345,31.8053354,CNO,-117.6352509,33.9751601,2
ELP,-106.3824345,31.8053354,CYS,-104.8110275,41.1531677,2
ELP,-106.3824345,31.8053354,GJT,-108.5291468,39.1222307,2
ELP,-106.3824345,31.8053354,GYY,-87.4083934,41.6177844,2
ELP,-106.3824345,31.8053354,ICT,-97.42869879999999,37.6508529,2
ELP,-106.3824345,31.8053354,LBB,-118.1523845,33.8176974,2
ELP,-106.3824345,31.8053354,LFT,-91.9894188,30.205482,2
ELP,-106.3824345,31.8053354,LYH,-79.2002065,37.3271839,2
ELP,-106.3824345,31.8053354,MCI,-94.7107786,39.2991181,2
ELP,-106.3824345,31.8053354,PGO,-111.451092,36.9244374,2
ELP,-106.3824345,31.8053354,RNO,-119.7680951,39.4995907,2
ELP,-106.3824345,31.8053354,SJC,-121.9289375,37.3639472,2
ELP,-106.3824345,31.8053354,TOL,-83.80914109999999,41.5878083,2
ELP,-106.3824345,31.8053354,VHN,-104.7863846,31.0610866,2
ENV,-114.0330711,40.7195085,ABQ,-106.6129085,35.0433333,2
ENV,-114.0330711,40.7195085,ACT,-97.2262899,31.6135898,2
ENV,-114.0330711,40.7195085,AMA,-101.7074509,35.2203245,2
ENV,-114.0330711,40.7195085,AZA,-111.668946,33.307161,2
ENV,-114.0330711,40.7195085,BTM,-112.5021977,45.9551935,2
ENV,-114.0330711,40.7195085,BZN,-111.1532346,45.7771073,2
ENV,-114.0330711,40.7195085,COS,-104.7026039,38.801712,2
ENV,-114.0330711,40.7195085,HLN,-111.9902266,46.6095791,2
ENV,-114.0330711,40.7195085,LBB,-118.1523845,33.8176974,2
ENV,-114.0330711,40.7195085,LRD,-99.4613589,27.5447829,2
ENV,-114.0330711,40.7195085,LWS,-117.014737,46.3740418,2
ENV,-114.0330711,40.7195085,MFE,-98.24103629999999,26.1780926,2
ENV,-114.0330711,40.7195085,MSO,-114.0858752,46.9185943,2
ENV,-114.0330711,40.7195085,PUB,-104.4953346,38.2859398,2
ENV,-114.0330711,40.7195085,RAP,-103.0605163,44.0383798,2
ENV,-114.0330711,40.7195085,RDM,-121.1608592,44.2532061,2
ENV,-114.0330711,40.7195085,SUX,-96.3837817,42.4053135,2
ERI,-80.17215340000001,42.0839144,AGS,-81.973036,33.3735902,2
ESC,-87.09455419999999,45.7181005,IMT,-88.1185699,45.81498209999999,2
ESC,-87.09455419999999,45.7181005,MQT,-97.9974458,32.7261844,2
ESN,-76.06473989999999,38.8114304,TTN,-74.8179505,40.2769993,2
EUG,-123.2159003,44.1217811,DSM,-93.6587958,41.5341333,2
EUG,-123.2159003,44.1217811,GEG,-117.534812,47.62174779999999,2
EUG,-123.2159003,44.1217811,GJT,-108.5291468,39.1222307,2
EVV,-87.52717539999999,38.0433641,CRW,-81.5934922,38.3714489,2
EVV,-87.52717539999999,38.0433641,CVG,-84.6630165,39.0532746,2
EVV,-87.52717539999999,38.0433641,DAY,-84.2217719,39.90252419999999,2
EVV,-87.52717539999999,38.0433641,DCA,-77.04023149999999,38.851242,2
EVV,-87.52717539999999,38.0433641,LIT,-92.2216531,34.7307049,2
EVV,-87.52717539999999,38.0433641,PTK,-83.4202318,42.6640988,2
EVV,-87.52717539999999,38.0433641,TRI,-82.4077169,36.48167310000001,2
EWB,-70.95818799999999,41.675297,PVD,-71.4304062,41.7245271,2
EWB,-70.95818799999999,41.675297,VRB,-80.4164964,27.6548922,2
EWN,-74.1744624,40.6895314,AGS,-81.973036,33.3735902,2
EWR,-74.1744624,40.6895314,AFW,-97.3138822,32.9875102,2
EWR,-74.1744624,40.6895314,BMG,-86.614088,39.14662999999999,2
EWR,-74.1744624,40.6895314,BOI,-116.2223159,43.5658231,2
EWR,-74.1744624,40.6895314,BRO,-97.4269855,25.9063266,2
EWR,-74.1744624,40.6895314,COS,-104.7026039,38.801712,2
EWR,-74.1744624,40.6895314,FAR,-96.8255648,46.9198612,2
EWR,-74.1744624,40.6895314,FNT,-83.7388467,42.9734164,2
EWR,-74.1744624,40.6895314,FOK,-72.64154959999999,40.8435248,2
EWR,-74.1744624,40.6895314,GRB,-88.12775409999999,44.4923396,2
EWR,-74.1744624,40.6895314,GUS,-86.1317335,40.656626,2
EWR,-74.1744624,40.6895314,GYY,-87.4083934,41.6177844,2
EWR,-74.1744624,40.6895314,MLB,-80.645078,28.1012659,2
EWR,-74.1744624,40.6895314,MQY,-86.52589499999999,36.004326,2
EWR,-74.1744624,40.6895314,SBA,-119.8398835,34.4271935,2
EWR,-74.1744624,40.6895314,SPI,-89.6783951,39.8439165,2
EWR,-74.1744624,40.6895314,TUS,-110.9392269,32.1145102,2
EYW,-81.7549737,24.5536707,HSV,-86.77568989999999,34.6403329,2
EYW,-81.7549737,24.5536707,MTH,-81.0513075,24.7248485,2
EYW,-81.7549737,24.5536707,PBI,-80.0928165,26.6857475,2
EYW,-81.7549737,24.5536707,SRQ,-82.55381969999999,27.3951191,2
FAR,-96.8255648,46.9198612,BMI,-76.6683922,39.1774042,2
FAR,-96.8255648,46.9198612,BUR,-118.3574036,34.1983122,2
FAR,-96.8255648,46.9198612,COS,-104.7026039,38.801712,2
FAR,-96.8255648,46.9198612,DAL,-96.8512063,32.8481029,2
FAR,-96.8255648,46.9198612,DCA,-77.04023149999999,38.851242,2
FAR,-96.8255648,46.9198612,FSD,-96.7402171,43.5828065,2
FAR,-96.8255648,46.9198612,GFK,-97.176582,47.942861,2
FAR,-96.8255648,46.9198612,MSO,-114.0858752,46.9185943,2
FAR,-96.8255648,46.9198612,OMA,-95.8937409,41.3018733,2
FAR,-96.8255648,46.9198612,PDX,-122.5950942,45.58976939999999,2
FAR,-96.8255648,46.9198612,SDY,-104.1845855,47.7108383,2
FAR,-96.8255648,46.9198612,SEA,-122.3088165,47.4502499,2
FAT,-119.7181083,36.7758493,ACV,-124.1065825,40.9709197,2
FAT,-119.7181083,36.7758493,BWI,-76.6683922,39.1774042,2
FAT,-119.7181083,36.7758493,IAH,-95.3367827,29.9902199,2
FAT,-119.7181083,36.7758493,SMF,-121.5900648,38.6950854,2
FAT,-119.7181083,36.7758493,VIS,-119.3986278,36.3266944,2
FAY,-78.887089,34.9910665,AGS,-81.973036,33.3735902,2
FAY,-78.887089,34.9910665,DTW,-83.3553842,42.2161722,2
FAY,-78.887089,34.9910665,RDU,-78.7879963,35.88007899999999,2
FCM,-93.46107769999999,44.8271762,TEB,-74.0615292,40.858332,2
FDY,-83.66869659999999,41.0120984,HPN,-73.7086641,41.0683325,2
FLG,-111.6708808,35.1401934,DVT,-112.082851,33.6843241,2
