icao_code,iata_code,name,city,country,altitude,lat_decimal,lon_decimal,id
EGBS,N/A,N/A,SHOBDON,UK,0,0,0,1092
EGBT,N/A,TURWESTON,TURWESTON,UK,14,52.041,-1.096,1093
EGBW,N/A,N/A,WELLESBOURNE,UK,0,0,0,1094
EGCA,N/A,N/A,COAL ASTON,ENGLAND,0,0,0,1095
EGCB,N/A,N/A,MANCHESTER,ENGLAND,0,0,0,1096
EGCC,MAN,MANCHESTER,MANCHESTER,ENGLAND,79,53.354,-2.275,1097
EGCD,N/A,MANCHESTER WOODFORD,WOODFORT,ENGLAND,90,53.338,-2.149,1098
EGCE,N/A,N/A,WREXHAM,UK,0,0,0,1099
EGCF,N/A,SANDTOFT,SANDTOFT,UK,4,53.56,-0.858,1100
EGCG,N/A,N/A,STRUBBY,UK,0,0,0,1101
EGCH,N/A,N/A,HOLYHEAD,ENGLAND,0,0,0,1102
EGCI,N/A,N/A,DONCASTER,ENGLAND,0,0,0,1103
EGCJ,N/A,N/A,SHERBURN-IN-ELMET,UK,0,0,0,1104
EGCL,N/A,N/A,FENLAND,ENGLAND,0,0,0,1105
EGCS,N/A,N/A,STURGATE,UK,0,0,0,1106
EGDA,N/A,N/A,BRAWDY,ENGLAND,0,0,0,1107
EGDC,N/A,CHIVENOR,CHIVENOR,ENGLAND,9,51.087,-4.15,1108
EGDF,N/A,N/A,RUDOLE MANOR HQP & SS,UK,0,0,0,1109
EGDG,NQY,ST MAWGAN,NEWQUAI,ENGLAND,119,50.441,-4.995,1110
EGDJ,N/A,N/A,UPAVON,UK,0,0,0,1111
EGDK,N/A,N/A,KEMBLE,ENGLAND,0,0,0,1112
EGDL,LYE,LYNEHAM,LYNEHAM,UK,157,51.505,-1.993,1113
EGDM,N/A,BOSCOMBE DOWN,BOSCOMBE DOWN,ENGLAND,125,51.152,-1.747,1114
EGDN,N/A,N/A,NETHERAVON,UK,0,0,0,1115
EGDP,N/A,N/A,PORTLAND,UK,0,0,0,1116
EGDR,N/A,CULDROSE,CULDROSE,ENGLAND,82,50.086,-5.256,1117
EGDS,N/A,N/A,BULFORD,ENGLAND,0,0,0,1118
EGDT,N/A,N/A,WROUGHTON,UK,0,0,0,1119
EGDX,N/A,ST ATHAN,ST. ATHAN,UK,50,51.405,-3.436,1120
EGDY,YEO,YEOVILTON,YEOVILTON,UK,23,51.009,-2.639,1121
EGFC,N/A,N/A,CARDIFF,ENGLAND,0,0,0,1122
EGFE,N/A,HAVERFORDWEST,HAVERFORDWEST,ENGLAND,48,51.833,-4.961,1123
EGFF,CWL,CARDIFF,CARDIFF,WALES,68,51.397,-3.343,1124
EGFH,SWS,SWANSEA,SWANSEA,ENGLAND,92,51.605,-4.068,1125
EGGD,BRS,BRISTOL,BRISTOL,ENGLAND,190,51.383,-2.719,1126
EGGE,N/A,N/A,BLETCHLEY,ENGLAND,0,0,0,1127
EGGL,LHR,N/A,LONDON,ENGLAND,0,0,0,1128
EGGP,LPL,LIVERPOOL,LIVERPOOL,ENGLAND,25,53.334,-2.85,1129
EGGW,LTN,LUTON,LONDON,ENGLAND,161,51.874,-0.368,1130
EGHA,N/A,N/A,COMPTON ABBAS,ENGLAND,0,0,0,1131
EGHC,N/A,N/A,LAND'S END,ENGLAND,0,0,0,1132
EGHD,PLH,PLYMOUTH,PLYMOUTH,ENGLAND,148,50.423,-4.106,1133
EGHE,ISC,N/A,ISLES OF SCILLY,ENGLAND,0,0,0,1134
EGHG,N/A,N/A,YEOVIL,UK,0,0,0,1135
EGHH,BOH,BOURNEMOUTH,BOURNEMOUTH,ENGLAND,12,50.78,-1.843,1136
EGHI,SOU,SOUTHAMPTON,SOUTHAMPTON,ENGLAND,14,50.95,-1.357,1137
EGHJ,N/A,N/A,BEMBRIDGE,ENGLAND,0,0,0,1138
EGHK,PZE,N/A,PENZANCE,ENGLAND,0,0,0,1139
EGHL,QLA,LASHAM,LASHAM,ENGLAND,189,51.185,-1.032,1140
EGHM,N/A,N/A,HAMBLE,ENGLAND,0,0,0,1141
EGHN,N/A,N/A,SANDOWN,ENGLAND,0,0,0,1142
EGHO,N/A,N/A,THRUXTON,UK,0,0,0,1143
EGHR,N/A,N/A,CHICHESTER,ENGLAND,0,0,0,1144
EGHS,N/A,N/A,HENSTRIDGE,ENGLAND,0,0,0,1145
EGJA,ACI,N/A,ALDERNEY,ENGLAND,0,0,0,1146
EGJB,GCI,GUERNSEY,GUERNSEY,GUERNSEY ISLD.,103,49.435,-2.602,1147
EGJJ,JER,JERSEY,JERSEY,ENGLAND,84,49.208,-2.195,1148
EGJL,N/A,N/A,MACHRIHANISH,UK,0,0,0,1149
EGKA,ESH,SHOREHAM,SHOREHAM BY SEA,ENGLAND,3,50.836,-0.297,1150
EGKB,BQH,BIGGIN HILL,BIGGIN HILL,ENGLAND,183,51.331,0.033,1151
EGKC,N/A,N/A,BOGNOR REGIS,ENGLAND,0,0,0,1152
EGKE,N/A,N/A,CHALLOCK,ENGLAND,0,0,0,1153
EGKK,LGW,GATWICK,LONDON,ENGLAND,60,51.148,-0.19,1154
EGKM,N/A,N/A,WEST MALLING,UK,0,0,0,1155
EGKR,N/A,N/A,REDHILL,UK,0,0,0,1156
EGLA,N/A,N/A,BODMIN,ENGLAND,0,0,0,1157
EGLB,N/A,N/A,BROOKLANDS,ENGLAND,0,0,0,1158
EGLC,LCY,CITY,LONDON,ENGLAND,6,51.505,0.054,1159
EGLD,N/A,N/A,DENHAM,ENGLAND,0,0,0,1160
EGLF,FAB,FARNBOROUGH,FARNBOROUGH,ENGLAND,73,51.276,-0.776,1161
EGLG,N/A,N/A,PANSHANGER,UK,0,0,0,1162
EGLJ,N/A,CHALGROVE,CHALSGROVE,ENGLAND,74,51.676,-1.081,1163
EGLK,BBS,BLACKBUSHE,BLACKBUSHE,ENGLAND,100,51.324,-0.848,1164
EGLL,LHR,HEATHROW,LONDON,ENGALND,25,51.477,-0.461,1165
EGLM,N/A,N/A,WHITE WALTHAM,UK,0,0,0,1166
EGLS,N/A,N/A,OLD SARUM,UK,0,0,0,1167
EGLW,N/A,N/A,LONDON,ENGLAND,0,0,0,1168
EGMC,SEN,SOUTHEND,SOUTHEND,ENGLAND,15,51.571,0.696,1169
EGMD,LYX,LYDD,LYDD,UK,4,50.956,0.939,1170
EGMH,MSE,MANSTON,MANSTON,ENGLAND,55,51.342,1.346,1171
EGNA,N/A,N/A,HUCKNALL,ENGLAND,0,0,0,1172
EGNB,N/A,BROUGH,BROUGH,ENGLAND,4,53.719,-0.566,1173
EGNC,CAX,CARLISLE,CARLISLE,ENGLAND,58,54.938,-2.809,1174
EGNE,N/A,N/A,REPTON,UK,0,0,0,1175
EGNF,N/A,N/A,NETHER THORPE,UK,0,0,0,1176
EGNG,N/A,N/A,PRESTON/BLACKBURN,UK,0,0,0,1177
EGNH,BLK,BLACKPOOL,BLACKPOOL,ENGLAND,11,53.772,-3.029,1178
EGNI,N/A,N/A,SKEGNESS,UK,0,0,0,1179
EGNJ,HUY,HUMBERSIDE,HUMBERSIDE,ENGLAND,37,53.574,-0.351,1180
EGNL,BWF,WALNEY ISLAND,BARROW ISLAND,ENGLAND,15,54.13,-3.256,1181
EGNM,LBA,LEEDS BRADFORD,LEEDS,ENGLAND,208,53.866,-1.661,1182
EGNO,N/A,WARTON,WARTON,UK,17,53.745,-2.883,1183
EGNR,CEG,HAWARDEN,HAWARDEN,ENGLAND,11,53.178,-2.978,1184
EGNS,IOM,ISLE OF MAN,ISLE OF MAN,ENGLAND,17,54.083,-4.624,1185
EGNT,NCL,NEWCASTLE,NEWCASTLE,ENGLAND,82,55.038,-1.692,1186
EGNV,MME,TEESSIDE,TEESSIDE,ENGLAND,37,54.509,-1.429,1187
EGNW,N/A,N/A,WICKENBY,UK,0,0,0,1188
EGNX,EMA,EAST MIDLANDS,EAST MIDLANDS,ENGLAND,94,52.831,-1.328,1189
EGOB,N/A,N/A,BURTONWOOD,ENGLAND,0,0,0,1190
EGOC,N/A,N/A,BISHOPS COURT,ENGLAND,0,0,0,1191
EGOD,N/A,LLANBEDR,LLANBEDR,ENGLAND,10,52.812,-4.123,1192
EGOE,N/A,TERNHILL,TERNHILL,UK,83,52.871,-2.533,1193
EGOJ,N/A,N/A,JURBY HEAD,ENGLAND,0,0,0,1194
EGOM,N/A,N/A,SPADEADAM,UK,0,0,0,1195
EGOP,N/A,N/A,PEMBREY,UK,0,0,0,1196
EGOQ,N/A,MONA,MONA,UK,62,53.258,-4.373,1197
EGOS,N/A,SHAWBURY,SHAWBURY,UK,76,52.798,-2.668,1198
EGOV,N/A,VALLEY,VALLEY,UK,12,53.248,-4.535,1199
EGOW,N/A,WOODVALE,WOODVALE,UK,12,53.581,-3.055,1200
EGOY,N/A,WEST FREUGH,WEST FREUGH,UK,18,54.851,-4.948,1201
EGPA,KOI,KIRKWALL,KIRKWALL,SCOTLAND,16,58.958,-2.905,1202
EGPB,LSI,SUMBURGH,SUMBURGH,UK,7,59.879,-1.296,1203
EGPC,WIC,WICK,WICK,UK,39,58.459,-3.093,1204
EGPD,ABZ,DYCE,ABERDEEN,UK,66,57.204,-2.2,1205
EGPE,INV,INVERNESS,INVERNESS,UK,10,57.54,-4.05,1206
EGPF,GLA,GLASGOW,GLASGOW,UK,8,55.872,-4.433,1207
EGPG,N/A,N/A,CUMBERNAULD,UK,0,0,0,1208
EGPH,EDI,EDINBURGH,EDINBURGH,UK,42,55.95,-3.373,1209
EGPI,ILY,ISLAY,ISLAY,UK,17,55.682,-6.257,1210
EGPJ,N/A,N/A,FIFE,UK,0,0,0,1211
EGPK,PIK,PRESTWICK,PRESTWICK,UK,20,55.508,-4.587,1212
EGPL,BEB,BENBECULA,BENBECULA,UK,6,57.481,-7.363,1213
EGPM,SDZ,SCATSTA,SCATSTA,UK,23,60.432,-1.298,1214
EGPN,DND,DUNDEE,DUNDEE,UK,6,56.453,-3.026,1215
EGPO,SYY,STORNOWAY,STORNOWAY,UK,8,58.214,-6.329,1216
EGPR,BRR,N/A,BARRA,UK,0,0,0,1217
EGPS,N/A,N/A,PETERHEAD,UK,0,0,0,1218
EGPT,N/A,N/A,PERTH,UK,0,0,0,1219
EGPU,TRE,TIREE,TIREE,UK,12,56.499,-6.869,1220
EGPW,UNT,N/A,UNST,SHETLAND ISLAND,0,0,0,1221
EGPY,N/A,N/A,DOUNREAY,UK,0,0,0,1222
EGQA,N/A,N/A,TAIN,UK,0,0,0,1223
EGQB,N/A,N/A,BALLYKELLY,UK,0,0,0,1224
EGQC,N/A,N/A,GARVE ISLAND,UK,0,0,0,1225
EGQD,N/A,N/A,LISBURN,UK,0,0,0,1226
EGQL,ADX,LEUCHARS,LEUCHARS,UK,12,56.373,-2.868,1227
EGQM,N/A,N/A,BOULMER,UK,0,0,0,1228
EGQN,N/A,N/A,BUCHAN,UK,0,0,0,1229
EGQO,N/A,N/A,ROSEHEARTY,UK,0,0,0,1230
EGQR,N/A,N/A,SAXA VORD,UK,0,0,0,1231
EGQS,LMO,LOSSIEMOUTH,LOSSIEMOUTH,UK,13,57.705,-3.339,1232
EGQT,N/A,N/A,EDINBURGH,UK,0,0,0,1233
EGQX,N/A,N/A,KINLOSS,UK,0,0,0,1234
EGRE,N/A,N/A,MALVERN,UK,0,0,0,1235
EGRR,N/A,BRACKNELL MET CENTER,BRACKNELL,ENGLAND,0,51.383,-0.783,1236
EGRS,N/A,N/A,SULLOM VOE,UK,0,0,0,1237
EGSA,N/A,N/A,SHIPDHAM,UK,0,0,0,1238
EGSB,N/A,N/A,BEDFORD,ENGLAND,0,0,0,1239
EGSC,CBG,CAMBRIDGE,CAMBRIDGE,ENGLAND,16,52.205,0.175,1240
EGSD,N/A,N/A,GREAT YARMOUTH,ENGLAND,0,0,0,1241
EGSE,N/A,N/A,IPSWICH,ENGLAND,0,0,0,1242
EGSF,N/A,CONINGTON,PETERBOROUGH,ENGLAND,8,52.468,-0.251,1243
EGSG,N/A,N/A,STAPLEFORD,UK,0,0,0,1244
EGSH,NWI,NORWICH,NORWICH,ENGLAND,36,52.676,1.283,1245
EGSK,N/A,N/A,HETHEL,ENGLAND,0,0,0,1246
EGSL,N/A,N/A,ANDREWSFIELD,ENGLAND,0,0,0,1247
EGSM,N/A,N/A,BECCLES,ENGLAND,0,0,0,1248
EGSN,N/A,N/A,BOURN,ENGLAND,0,0,0,1249
EGSP,N/A,N/A,PETERBOROUGH,ENGLAND,0,0,0,1250
EGSR,N/A,N/A,EARLS COLNE,ENGLAND,0,0,0,1251
EGSS,STN,STANSTED,LONDON,ENGLAND,107,51.885,0.235,1252
EGST,N/A,N/A,ELMSETT,ENGLAND,0,0,0,1253
EGSV,N/A,N/A,BEDFORD,ENGLAND,0,0,0,1254
EGSW,N/A,N/A,WEELEY,UK,0,0,0,1255
EGSX,N/A,NORTH WEALD,NORTH WEALD,UK,98,51.722,0.154,1256
EGSY,N/A,SHEFFIELD CITY,FOWLMERE,ENGLAND,71,53.394,-1.388,1257
EGTA,N/A,N/A,AYLESBURY ON THAMES,ENGLAND,0,0,0,1258
EGTB,N/A,N/A,WYCOMBE AIR PARK,UK,0,0,0,1259
EGTC,N/A,CRANFIELD,CRANFIELD,ENGLAND,110,52.072,-0.617,1260
EGTD,N/A,DUNSFOLD,DUNSFOLD,ENGLAND,53,51.117,-0.534,1261
EGTE,EXT,EXETER,EXETER,ENGLAND,31,50.734,-3.414,1262
EGTF,N/A,N/A,FAIROAKS,ENGLAND,0,0,0,1263
EGTG,FZO,BRISTOL FILTON,BRISTOL,ENGLAND,69,51.519,-2.591,1264
EGTH,HTF,HATFIELD,HATFIELD,ENGLAND,24,51.767,0.25,1265
EGTI,N/A,N/A,LEAVESDEN,ENGLAND,0,0,0,1266
EGTK,OXF,KIDLINGTON,OXFORD,ENGLAND,83,51.837,-1.32,1267
EGTR,N/A,N/A,ELSTREE,ENGLAND,0,0,0,1268
EGUA,N/A,N/A,UPPER HEYFORD,UK,0,0,0,1269
EGUB,N/A,BENSON,BENSON,ENGLAND,69,51.616,-1.096,1270
EGUC,N/A,N/A,ABERPORTH,ENGLAND,0,0,0,1271
EGUD,N/A,N/A,ABINGDON,ENGLAND,0,0,0,1272
EGUF,N/A,N/A,FARNBOROUGH,ENGLAND,0,0,0,1273
EGUG,N/A,N/A,ASH,ENGLAND,0,0,0,1274
EGUH,N/A,N/A,HIGH WYCOMBE,ENGLAND,0,0,0,1275
EGUJ,N/A,N/A,NEATISHEAD,UK,0,0,0,1276
EGUK,N/A,N/A,WATERBEACH,UK,0,0,0,1277
EGUL,N/A,LAKENHEATH,LAKENHEATH,ENGLAND,10,52.409,0.561,1278
EGUM,N/A,N/A,MANSTON,ENGLAND,0,0,0,1279
EGUN,MHZ,MILDENHALL,MILDENHALL,ENGLAND,11,52.361,0.488,1280
EGUP,N/A,N/A,SCULTHORPE,UK,0,0,0,1281
EGUS,N/A,N/A,LEE-ON-SOLENT,ENGLAND,0,0,0,1282
EGUW,N/A,WATTISHAM,WATTISHAM,UK,87,52.127,0.956,1283
EGUY,N/A,WYTON,WYTON,UK,42,52.357,-0.108,1284
EGVA,FFD,FAIRFORD,FAIRFORD,ENGLAND,88,51.682,-1.79,1285
EGVB,N/A,N/A,BAWDSEY,ENGLAND,0,0,0,1286
EGVC,N/A,N/A,HULLAVINGTON,ENGLAND,0,0,0,1287
EGVG,N/A,N/A,WOODBRIDGE,UK,0,0,0,1288
EGVH,N/A,N/A,HEREFORD,ENGLAND,0,0,0,1289
EGVI,N/A,N/A,GREEN COMMON,ENGLAND,0,0,0,1290
EGVJ,N/A,N/A,BENTWATERS,ENGLAND,0,0,0,1291
EGVL,N/A,N/A,NORTH LUFFENHAM,UK,0,0,0,1292
EGVN,BZZ,BRIZE NORTON,BRIZE NORTON,ENGLAND,88,51.75,-1.584,1293
EGVO,ODH,ODIHAM,ODIHAM,UK,124,51.234,-0.943,1294
EGVP,N/A,N/A,MIDDLE WALLOP,UK,0,0,0,1295
EGVW,N/A,N/A,BEDFORD,ENGLAND,0,0,0,1296
EGWC,N/A,COSFORD,COSFORD,ENGLAND,83,52.64,-2.306,1297
EGWE,N/A,N/A,HENLOW,ENGLAND,0,0,0,1298
EGWN,N/A,N/A,HALTON,ENGLAND,0,0,0,1299
EGWS,N/A,N/A,BENTLEY PRIORY,ENGLAND,0,0,0,1300
EGWU,NHT,NORTHOLT RAF,NORTHOLT,UK,38,51.553,-0.418,1301
EGWZ,N/A,N/A,ALCONBURY,ENGLAND,0,0,0,1302
EGXB,N/A,N/A,BINBROOK,ENGLAND,0,0,0,1303
EGXC,QCY,CONINGSBY,CONINGSBY,ENGLAND,8,53.093,-0.166,1304
EGXD,N/A,DISHFORTH,DISHFORTH,ENGLAND,36,54.137,-1.42,1305
EGXE,N/A,LEEMING,LEEMING,ENGLAND,41,54.292,-1.535,1306
EGXF,N/A,N/A,COWDEN,ENGLAND,0,0,0,1307
EGXG,N/A,CHURCH FENTON,CHURCH FENTON,ENGLAND,9,53.834,-1.195,1308
EGXH,BEQ,HONINGTON,HONINGTON,ENGLAND,54,52.343,0.773,1309
EGXI,N/A,N/A,FINNINGLEY,ENGLAND,0,0,0,1310
EGXJ,N/A,COTTESMORE,COTTESMORE,ENGLAND,141,52.736,-0.649,1311
EGXK,N/A,N/A,DONNA NOOK,ENGLAND,0,0,0,1312
EGXN,N/A,N/A,NEWTON,UK,0,0,0,1313
EGXP,N/A,SCAMPTON,SCAMPTON,UK,62,53.307,-0.551,1314
EGXS,N/A,N/A,SWINDERBY,UK,0,0,0,1315
EGXT,N/A,WITTERING,WITTERING,UK,84,52.613,-0.476,1316
EGXU,N/A,LINTON ON OUSE,LINTON-ON-OUSE,ENGLAND,17,54.049,-1.252,1317
EGXV,N/A,N/A,LECONFIELD,ENGLAND,0,0,0,1318
EGXW,WTN,WADDINGTON,WADDINGTON,UK,71,53.166,-0.524,1319
EGXZ,N/A,TOPCLIFFE,TOPCLIFFE,UK,29,54.206,-1.382,1320
EGYB,N/A,N/A,BRAMPTON,ENGLAND,0,0,0,1321
EGYC,CLF,COLTISHALL,COLTISHALL,ENGLAND,21,52.755,1.357,1322
EGYD,N/A,CRANWELL,CRANWELL,ENGLAND,67,53.031,-0.481,1323
EGYE,N/A,BARKSTON HEATH,BARKSTON HEATH,ENGLAND,112,52.962,-0.561,1324
EGYH,N/A,N/A,HOLBEACH,ENGLAND,0,0,0,1325
EGYK,N/A,N/A,ELVINGTON,ENGLAND,0,0,0,1326
EGYM,KNF,MARHAM,MARHAM,UK,23,52.648,0.55,1327
EGYP,MPN,MOUNT PLEASANT,MOUNT PLEASANT,FALKLAND ISLANDS,75,-51.823,-58.447,1328
EGYW,N/A,N/A,WAINFLEET,UK,0,0,0,1329
EHAL,N/A,N/A,AMELAND,NETHERLANDS,0,0,0,1330
EHAM,AMS,SCHIPHOL,AMSTERDAM,NETHERLANDS,-3,52.309,4.764,1331
EHBD,N/A,BUDEL,WEERT,NETHERLANDS,35,51.255,5.601,1332
EHBK,MST,MAASTRICHT,MAASTRICHT,NETHERLANDS,115,50.911,5.77,1333
EHDB,N/A,N/A,DE BILT,NETHERLANDS,0,0,0,1334
EHDL,N/A,DEELEN,DEELEN,NETHERLANDS,49,52.061,5.873,1335
EHDP,N/A,N/A,VENRAIJ,NETHERLANDS,0,0,0,1336
EHDR,N/A,DRACHTEN,DRACHTEN,NETHERLANDS,5,53.119,6.13,1337
EHEH,EIN,EINDHOVEN,EINDHOVEN,NETHERLANDS,23,51.45,5.374,1338
EHGG,GRQ,EELDE,GRONINGEN,NETHERLANDS,6,53.119,6.579,1339
EHGR,N/A,GILZE RIJEN,GILZE-RIJEN,NETHERLANDS,15,51.568,4.933,1340
EHHO,N/A,N/A,HOOGEVEEN,NETHERLANDS,0,0,0,1341
EHHV,N/A,N/A,HILVERSUM,NETHERLANDS,0,0,0,1342
EHKD,DHR,DE KOOY,DE KOOY,NETHERLANDS,1,52.923,4.781,1343
EHKL,N/A,N/A,VOLKEL,NETHERLANDS,0,0,0,1344
EHLE,N/A,LELYSTAD,LELYSTAD,NETHERLANDS,-3,52.46,5.527,1345
EHLW,LWR,LEEUWARDEN,LEEUWARDEN,NETHERLANDS,2,53.229,5.761,1346
EHMC,N/A,N/A,NIEUW MILLINGEN,NETHERLANDS,0,0,0,1347
EHMZ,N/A,N/A,MIDDELBURG,NETHERLANDS,0,0,0,1348
EHNP,N/A,N/A,EMMELOORD,NETHERLANDS,0,0,0,1349
EHRD,RTM,ROTTERDAM,ROTTERDAM,NETHERLANDS,-4,51.957,4.442,1350
EHSB,UTC,SOESTERBERG,SOESTERBERG,NETHERLANDS,21,52.127,5.276,1351
EHSE,N/A,N/A,HOEVEN,NETHERLANDS,0,0,0,1352
EHST,N/A,N/A,STADSKANAAL,NETHERLANDS,0,0,0,1353
EHTE,N/A,N/A,DEVENTER,NETHERLANDS,0,0,0,1354
EHTW,ENS,TWENTHE,ENSCHEDE,NETHERLANDS,35,52.27,6.874,1355
EHTX,N/A,N/A,TEXEL,NETHERLANDS,0,0,0,1356
EHVB,LID,VALKENBURG,VALKENBURG,NETHERLANDS,0,52.17,4.426,1357
EHWO,WOE,WOENSDRECHT,WOENSDRECHT,NETHERLANDS,20,51.449,4.342,1358
EHYM,N/A,N/A,YMUIDEN,NETHERLANDS,0,0,0,1359
EHYP,YPB,N/A,YPENBURG,NETHERLANDS,0,0,0,1360
EIAB,N/A,N/A,ABBEYSHRULE,IRELAND,0,0,0,1361
EIBN,N/A,N/A,BANTRY,IRELAND,0,0,0,1362
EIBR,N/A,N/A,BIRR,IRELAND,0,0,0,1363
EIBT,N/A,N/A,BELMULLET,IRELAND,0,0,0,1364
EICB,N/A,N/A,CASTLEBAR,IRELAND,0,0,0,1365
EICD,N/A,N/A,CASTLEBRIDGE,IRELAND,0,0,0,1366
EICK,ORK,CORK,CORK,IRELAND,154,51.843,-8.492,1367
EICM,GWY,GALWAY,GALWAY,IRELAND,25,53.301,-8.939,1368
EICN,N/A,N/A,COONAGH,IRELAND,0,0,0,1369
EICS,N/A,N/A,CASTLEFORBES,IRELAND,0,0,0,1370
EIDL,N/A,DONEGAL,DONEGAL,IRELAND,10,55.044,-8.341,1371
EIDW,DUB,DUBLIN,DUBLIN,IRELAND,74,53.421,-6.27,1372
EIFD,N/A,N/A,CASHEL,IRELAND,0,0,0,1373
EIFR,N/A,N/A,FINNER,IRELAND,0,0,0,1374
EIGM,N/A,N/A,GORMANSTON,IRELAND,0,0,0,1375
EIGN,N/A,N/A,GOWRAN GRANGE,IRELAND,0,0,0,1376
EIHN,N/A,N/A,HACKETSTOWN,IRELAND,0,0,0,1377
EIIM,IOR,N/A,INISHMORE,IRELAND,0,0,0,1378
EIIR,INQ,N/A,INISHEER,IRELAND,0,0,0,1379
EIKL,N/A,N/A,KILKENNY,IRELAND,0,0,0,1380
EIKN,NOC,CONNAUGHT,CONNAUGHT,IRELAND,203,53.91,-8.818,1381
EIKY,KIR,KERRY,KERRY,IRELAND,35,52.181,-9.524,1382
EILT,N/A,N/A,LETTERKENNY,IRELAND,0,0,0,1383
EIME,N/A,CASEMENT,CASEMENT,IRELAND,98,53.303,-6.443,1384
EIMN,IIA,N/A,INISHMAAN,IRELAND,0,0,0,1385
EINN,SNN,SHANNON,SHANNON,IRELAND,15,52.702,-8.925,1386
EIPT,N/A,N/A,POWERSCOURT,IRELAND,0,0,0,1387
EIRT,N/A,N/A,RATHCOOLE,IRELAND,0,0,0,1388
EISG,SXL,SLIGO,SLIGO,IRELAND,4,54.28,-8.599,1389
EISP,N/A,N/A,SPANISH POINT,IRELAND,0,0,0,1390
EITM,N/A,N/A,TRIM,IRELAND,0,0,0,1391
EIWF,WAT,WATERFORD,WATERFORD,IRELAND,37,52.187,-7.087,1392
EIWT,N/A,N/A,WESTON,IRELAND,0,0,0,1393
EKAE,N/A,N/A,AERO,DENMARK,0,0,0,1394
EKAH,AAR,AARHUS,AARHUS,DENMARK,25,56.304,10.619,1395
EKAT,N/A,N/A,ANHOLT,DENMARK,0,0,0,1396
EKAV,N/A,N/A,AVNO,DENMARK,0,0,0,1397
EKBI,BLL,BILLUND,BILLUND,DENMARK,76,55.74,9.152,1398
EKCH,CPH,KASTRUP,COPENHAGEN,DENMARK,6,55.618,12.656,1399
EKEB,EBJ,ESBJERG,ESBJERG,DENMARK,30,55.526,8.553,1400
EKGF,N/A,N/A,THYRA OST,DENMARK,0,0,0,1401
EKGH,N/A,GRONHOLT HILLEROD,GRONHOLT,DENMARK,30,55.941,12.382,1402
EKHG,N/A,N/A,HERNING,DENMARK,0,0,0,1403
EKHO,N/A,LINDTORP,LINDTORP,DENMARK,15,56.397,8.443,1404
EKHS,N/A,N/A,HADSUND,DENMARK,0,0,0,1405
EKKA,KRP,KARUP,KARUP,DENMARK,52,56.297,9.124,1406
EKKL,N/A,N/A,KALUNDBORG,DENMARK,0,0,0,1407
EKLS,N/A,LAESO,LAESO,DENMARK,8,57.278,11.001,1408
EKLV,N/A,N/A,LEMVIK,DENMARK,0,0,0,1409
EKMB,N/A,LOLLAND FALSTER MARIBO,MARIBO,DENMARK,5,54.699,11.44,1410
EKMN,N/A,N/A,KOSTER VIG,DENMARK,0,0,0,1411
EKNM,N/A,N/A,MORSO,DENMARK,0,0,0,1412
EKNS,N/A,N/A,NAKSKOV,DENMARK,0,0,0,1413
EKOD,ODE,ODENSE,ODENSE,DENMARK,18,55.476,10.329,1414
EKPB,N/A,KRUSA PADBORG,KRUSA-PADBORG,DENMARK,27,54.87,9.279,1415
EKRD,N/A,N/A,RANDERS,DENMARK,0,0,0,1416
EKRK,RKE,ROSKILDE,COPENHAGEN,DENMARK,45,55.586,12.131,1417
EKRN,RNN,BORNHOLM RONNE,RONNE,DENMARK,16,55.063,14.759,1418
EKRR,N/A,N/A,RO,DENMARK,0,0,0,1419
EKRS,N/A,N/A,RINGSTED,DENMARK,0,0,0,1420
EKSB,SGD,SONDERBORG,SOENDERBORG,DENMARK,8,54.964,9.792,1421
EKSD,N/A,N/A,SPJALD,DENMARK,0,0,0,1422
EKSN,N/A,SINDAL,SINDAL,DENMARK,29,57.503,10.229,1423
EKSP,SKS,SKRYDSTRUP,SKRYDSTRUP,DENMARK,43,55.225,9.264,1424
EKSS,N/A,N/A,SAMSO,DENMARK,0,0,0,1425
EKST,N/A,N/A,SYDFYN,DENMARK,0,0,0,1426
EKSV,N/A,SKIVE,SKIVE,DENMARK,23,56.55,9.173,1427
EKTD,N/A,N/A,TONDER,DENMARK,0,0,0,1428
EKTS,TED,THISTED,THISTED,DENMARK,8,57.069,8.705,1429
EKVA,N/A,VANDEL,VANDEL,DENMARK,74,55.697,9.193,1430
EKVB,N/A,N/A,VIBORG,DENMARK,0,0,0,1431
EKVD,N/A,KOLDING VAMDRUP,KOLDING,DENMARK,44,55.436,9.331,1432
EKVG,FAE,VAGAR,VAGAR,FAROE ISL.,86,62.064,-7.277,1433
EKVH,N/A,AARS,VESTHIMMERLAND,DENMARK,37,56.847,9.459,1434
EKVJ,STA,STAUNING,STAUNING,DENMARK,6,55.99,8.354,1435
EKVL,N/A,VAERLOSE,VAERLOSE,DENMARK,18,55.767,12.343,1436
EKYT,AAL,AALBORG,AALBORG,DENMARK,4,57.093,9.849,1437
ELLX,LUX,FINDEL INTERNATIONAL AIRPORT,LUXEMBURG,LUXEMBURG,377,49.626,6.211,1438
ELWZ,N/A,N/A,WILTZ,LUXEMBURG,0,0,0,1439
ENAL,AES,VIGRA,ALESUND,NORWAY,22,62.56,6.11,1440
ENAN,ANX,ANDOYA,ANDOYA,NORWAY,14,69.293,16.144,1441
ENAS,N/A,N/A,NY ALESUND,NORWAY,0,0,0,1442
